City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
243,Cacequi,BR,2021-07-26 17:48:07,-29.8836,-54.825,67.66,87,100,6.24,moderate rain
244,Deputatskiy,RU,2021-07-26 17:48:07,69.3,139.9,46.06,86,100,4.65,overcast clouds
245,Laguna,US,2021-07-26 17:48:08,38.421,-121.4238,88.3,63,1,9.22,clear sky
246,Jasper,US,2021-07-26 17:47:01,37.2001,-94.3502,90.88,67,1,1.01,clear sky
247,Borogontsy,RU,2021-07-26 17:48:09,62.6683,131.1683,64.56,76,11,6.26,few clouds
248,Natal,BR,2021-07-26 17:48:09,-5.795,-35.2094,84.85,61,40,20.71,scattered clouds
249,Mazyr,BY,2021-07-26 17:48:10,52.0495,29.2456,71.02,57,51,6.29,broken clouds
250,Humboldt,US,2021-07-26 17:48:10,40.6665,-123.9178,70.59,39,100,4.14,overcast clouds
251,Cookeville,US,2021-07-26 17:47:36,36.1628,-85.5016,89.31,67,75,3.0,broken clouds
252,Grand Gaube,MU,2021-07-26 17:48:11,-20.0064,57.6608,68.4,83,3,3.0,light rain
253,Hailar,CN,2021-07-26 17:48:11,49.2,119.7,58.75,92,96,3.76,light rain
254,Macapa,BR,2021-07-26 17:48:12,0.0389,-51.0664,91.38,58,75,4.61,broken clouds
255,Sao Joao Da Barra,BR,2021-07-26 17:45:52,-21.6403,-41.0511,80.69,68,0,16.89,clear sky
256,Novosheshminsk,RU,2021-07-26 17:48:13,55.0651,51.2338,59.65,60,57,6.82,broken clouds
257,Gushikawa,JP,2021-07-26 17:48:18,26.3544,127.8686,81.63,92,75,13.8,broken clouds
258,Mayumba,GA,2021-07-26 17:48:08,-3.432,10.6554,71.98,88,97,7.45,overcast clouds
259,Kadirli,TR,2021-07-26 17:48:19,37.3739,36.0961,82.0,72,2,2.68,clear sky
260,Batemans Bay,AU,2021-07-26 17:48:19,-35.7167,150.1833,55.2,62,98,8.28,overcast clouds
261,Shihezi,CN,2021-07-26 17:48:20,44.3,86.0333,86.54,19,1,7.38,clear sky
262,Qrendi,MT,2021-07-26 17:48:20,35.8347,14.4583,82.11,74,0,11.5,clear sky
263,Changde,CN,2021-07-26 17:48:21,29.0464,111.6783,78.21,82,1,4.43,clear sky
264,Kuito,AO,2021-07-26 17:48:21,-12.3833,16.9333,57.16,31,96,2.37,overcast clouds
265,Kavaratti,IN,2021-07-26 17:43:45,10.5669,72.642,81.46,80,100,17.58,overcast clouds
266,Agria,HU,2021-07-26 17:48:22,47.9026,20.3733,81.72,50,28,2.62,scattered clouds
267,Tura,IN,2021-07-26 17:48:23,25.5198,90.2201,76.78,93,100,2.91,overcast clouds
268,Ennis,IE,2021-07-26 17:48:23,52.8436,-8.9864,64.06,94,75,4.61,broken clouds
269,Jalu,LY,2021-07-26 17:47:30,29.0331,21.5482,90.18,23,0,8.77,clear sky
270,Goderich,CA,2021-07-26 17:48:24,43.7501,-81.7165,83.03,69,0,5.75,clear sky
271,Saint-Philippe,RE,2021-07-26 17:45:32,-21.3585,55.7679,67.59,80,62,11.77,light rain
272,Karaton,ID,2021-07-26 17:48:25,-6.3424,106.1045,78.96,90,21,0.96,few clouds
273,Oranjestad,AW,2021-07-26 17:44:37,12.524,-70.027,89.55,62,20,16.11,few clouds
274,Boyolangu,ID,2021-07-26 17:48:25,-8.1181,111.8935,71.87,89,71,1.39,broken clouds
275,Walla Walla,US,2021-07-26 17:46:34,46.0646,-118.343,86.9,37,1,11.01,smoke
276,Hambantota,LK,2021-07-26 17:47:02,6.1241,81.1185,80.94,81,95,19.48,overcast clouds
277,Saint George,US,2021-07-26 17:44:14,37.1041,-113.5841,89.8,51,1,4.0,clear sky
278,Guanica,PR,2021-07-26 17:48:27,17.9716,-66.908,90.25,76,88,11.99,overcast clouds
279,Santa Isabel Do Rio Negro,BR,2021-07-26 17:48:27,-0.4139,-65.0192,86.41,64,87,3.29,light rain
280,Magdiwang,PH,2021-07-26 17:48:28,12.491,122.5135,82.89,83,86,22.7,overcast clouds
281,Coquimbo,CL,2021-07-26 17:48:28,-29.9533,-71.3436,60.53,67,0,12.66,clear sky
282,Aksarka,RU,2021-07-26 17:46:59,66.5606,67.7975,53.1,70,90,3.18,overcast clouds
283,Dingle,PH,2021-07-26 17:48:29,10.9995,122.6711,79.36,85,100,11.27,overcast clouds
284,Geraldton,AU,2021-07-26 17:48:29,-28.7667,114.6,65.12,68,90,26.46,overcast clouds
285,Kheri,IN,2021-07-26 17:48:35,27.9,80.8,83.55,83,100,4.23,light rain
286,Tarakan,ID,2021-07-26 17:48:36,3.3,117.6333,80.94,81,26,8.05,light rain
287,Vostok,RU,2021-07-26 17:48:36,46.4856,135.8833,69.12,92,97,3.67,overcast clouds
288,Moroni,KM,2021-07-26 17:48:37,-11.7022,43.2551,73.98,75,18,14.74,few clouds
289,Brae,GB,2021-07-26 17:48:41,60.3964,-1.353,58.91,90,95,15.41,overcast clouds
290,Nyurba,RU,2021-07-26 17:48:41,63.2842,118.3319,67.37,65,33,3.67,scattered clouds
291,Oda,JP,2021-07-26 17:48:41,35.1833,132.5,74.37,85,0,3.8,clear sky
292,Yidu,CN,2021-07-26 17:48:42,24.1614,115.1328,83.48,72,100,2.42,overcast clouds
293,Krabi,TH,2021-07-26 17:47:08,8.0726,98.9105,87.98,89,20,2.3,few clouds
294,Harper,LR,2021-07-26 17:48:43,4.375,-7.7169,77.49,75,79,11.77,broken clouds
295,Caucasia,CO,2021-07-26 17:48:43,7.9865,-75.1935,88.09,59,53,4.14,broken clouds
296,Te Anau,NZ,2021-07-26 17:48:43,-45.4167,167.7167,38.61,90,89,2.17,overcast clouds
297,Gat,IL,2021-07-26 17:48:44,31.61,34.7642,83.8,72,0,8.95,clear sky
298,Mayor Pablo Lagerenza,PY,2021-07-26 17:48:44,-19.9309,-60.7718,98.55,18,79,15.64,broken clouds
299,Shimoda,JP,2021-07-26 17:48:45,34.6667,138.95,76.1,86,97,6.93,overcast clouds
300,Formosa Do Rio Preto,BR,2021-07-26 17:48:49,-11.0483,-45.1931,88.66,21,49,6.96,scattered clouds
301,Enshi,CN,2021-07-26 17:48:49,30.3,109.4833,72.36,94,2,0.74,clear sky
302,Coahuayana,MX,2021-07-26 17:48:50,18.7333,-103.6833,91.65,57,59,4.63,broken clouds
303,Pevek,RU,2021-07-26 17:49:12,69.7008,170.3133,35.96,88,84,11.18,broken clouds
304,Poum,NC,2021-07-26 17:49:12,-20.2333,164.0167,69.91,70,87,12.37,overcast clouds
305,Brigantine,US,2021-07-26 17:49:13,39.4101,-74.3646,90.32,75,1,6.91,clear sky
306,Shieli,KZ,2021-07-26 17:49:14,44.1667,66.75,85.26,20,0,17.94,clear sky
307,Xiongzhou,CN,2021-07-26 17:49:14,25.1167,114.3,80.8,76,92,2.91,overcast clouds
308,Trogir,HR,2021-07-26 17:49:15,43.5125,16.2517,85.78,45,0,2.3,clear sky
309,Vinh,VN,2021-07-26 17:49:16,18.6667,105.6667,81.01,78,63,6.29,broken clouds
310,Georgetown,MY,2021-07-26 17:45:15,5.4112,100.3354,84.88,85,20,1.99,few clouds
311,Waddan,LY,2021-07-26 17:49:16,29.1614,16.139,90.48,20,0,11.99,clear sky
312,Beyneu,KZ,2021-07-26 17:49:17,45.3167,55.2,86.81,19,1,11.7,clear sky
313,Constitucion,CL,2021-07-26 17:47:41,-35.3333,-72.4167,54.88,65,29,10.74,scattered clouds
314,Tolaga Bay,NZ,2021-07-26 17:49:19,-38.3667,178.3,51.98,84,100,6.29,overcast clouds
315,Palu,ID,2021-07-26 17:49:19,-0.8917,119.8707,75.07,93,40,3.04,scattered clouds
316,Port Hedland,AU,2021-07-26 17:49:20,-20.3167,118.5667,62.65,94,40,5.75,scattered clouds
317,Tete,MZ,2021-07-26 17:49:20,-16.1564,33.5867,69.89,64,75,11.5,broken clouds
318,Ronneby,SE,2021-07-26 17:49:24,56.21,15.276,75.7,73,75,10.36,broken clouds
319,Tokur,RU,2021-07-26 17:49:25,53.1333,132.9,59.05,97,100,2.06,overcast clouds
320,Socuellamos,ES,2021-07-26 17:49:31,39.2858,-2.7921,82.38,25,22,7.38,few clouds
321,Slave Lake,CA,2021-07-26 17:49:31,55.2834,-114.769,66.18,59,1,8.05,clear sky
322,Carnarvon,AU,2021-07-26 17:45:23,-24.8667,113.6333,68.07,84,90,16.11,overcast clouds
323,Crewe,GB,2021-07-26 17:49:32,53.0979,-2.4416,77.0,66,71,7.0,broken clouds
324,Wattegama,LK,2021-07-26 17:49:32,6.7989,81.4808,78.8,73,97,9.46,overcast clouds
325,Bud,US,2021-07-26 17:49:33,39.447,-86.1758,89.92,46,0,5.82,clear sky
326,Jaciara,BR,2021-07-26 17:49:33,-15.9653,-54.9683,95.97,18,0,3.09,clear sky
327,College,US,2021-07-26 17:49:34,64.8569,-147.8028,63.66,75,75,3.44,broken clouds
328,Preobrazheniye,RU,2021-07-26 17:49:34,42.9019,133.9064,72.07,94,53,3.53,broken clouds
329,Umm Lajj,SA,2021-07-26 17:49:35,25.0213,37.2685,89.74,45,1,9.31,clear sky
330,Bilma,NE,2021-07-26 17:49:35,18.6853,12.9164,93.42,35,89,6.44,overcast clouds
331,Maningrida,AU,2021-07-26 17:49:36,-12.0667,134.2667,63.32,91,45,7.58,scattered clouds
332,Georgiyevka,KZ,2021-07-26 17:49:37,43.0369,74.7114,80.64,36,0,8.95,clear sky
333,Malindi,KE,2021-07-26 17:49:37,-3.2175,40.1191,75.43,75,34,20.49,scattered clouds
334,Nioro,GM,2021-07-26 17:49:38,13.35,-15.75,87.91,55,88,9.57,overcast clouds
335,Chifeng,CN,2021-07-26 17:49:44,42.2683,118.9636,74.03,72,100,7.49,overcast clouds
336,Stepnyak,KZ,2021-07-26 17:49:45,52.8339,70.7803,55.81,55,2,9.86,clear sky
337,Kaitangata,NZ,2021-07-26 17:49:46,-46.2817,169.8464,48.92,69,100,8.61,overcast clouds
338,Tiksi,RU,2021-07-26 17:49:47,71.6872,128.8694,38.59,90,99,11.23,overcast clouds
339,Dakar,SN,2021-07-26 17:47:36,14.6937,-17.4441,88.68,66,40,11.5,scattered clouds
340,Narsaq,GL,2021-07-26 17:49:48,60.9167,-46.05,66.42,50,44,3.56,scattered clouds
341,Forestville,US,2021-07-26 17:49:48,38.8451,-76.875,93.45,52,75,3.44,broken clouds
342,Port Augusta,AU,2021-07-26 17:49:49,-32.5,137.7667,55.71,49,79,15.95,broken clouds
343,Naze,JP,2021-07-26 17:45:52,28.3667,129.4833,77.13,86,100,11.97,overcast clouds
344,Beira,MZ,2021-07-26 17:49:50,-19.8436,34.8389,69.89,64,20,9.22,few clouds
345,Khasan,RU,2021-07-26 17:49:50,42.4308,130.6434,71.71,92,61,2.93,broken clouds
346,Faanui,PF,2021-07-26 17:49:51,-16.4833,-151.75,78.58,72,54,13.56,broken clouds
347,Marau,BR,2021-07-26 17:49:52,-28.4492,-52.2,70.9,60,100,7.25,overcast clouds
348,Chimbote,PE,2021-07-26 17:49:52,-9.0853,-78.5783,69.37,74,63,12.46,broken clouds
349,Cabedelo,BR,2021-07-26 17:49:53,-6.9811,-34.8339,83.07,72,1,14.47,clear sky
350,Gunnedah,AU,2021-07-26 17:49:57,-30.9833,150.25,39.72,90,14,1.99,few clouds
351,Pitea,SE,2021-07-26 17:49:58,65.3172,21.4794,69.89,81,48,3.47,scattered clouds
352,Marabba,SD,2021-07-26 17:49:59,12.35,32.1833,71.92,84,99,14.74,overcast clouds
353,Davila,PH,2021-07-26 17:50:00,18.4726,120.5763,81.64,85,83,25.37,light rain
354,Pascagoula,US,2021-07-26 17:50:01,30.3658,-88.5561,94.41,59,20,3.44,few clouds
355,Henties Bay,NA,2021-07-26 17:50:03,-22.116,14.2845,63.7,69,0,7.47,clear sky
356,Husavik,IS,2021-07-26 17:50:24,66.0449,-17.3389,57.11,59,94,4.76,overcast clouds
357,Batagay-Alyta,RU,2021-07-26 17:50:25,67.8006,130.4114,53.28,81,49,5.21,scattered clouds
358,Langsa,ID,2021-07-26 17:50:25,4.4683,97.9683,75.54,97,100,2.73,overcast clouds
359,Mehran,IR,2021-07-26 17:50:26,33.1222,46.1646,108.88,10,0,17.52,clear sky
360,Mana,GF,2021-07-26 17:50:26,5.6592,-53.7767,82.17,78,50,8.12,scattered clouds
361,Brande,DK,2021-07-26 17:47:37,55.9381,9.1218,72.86,80,89,5.06,overcast clouds
362,Save,BJ,2021-07-26 17:50:27,8.0425,2.486,79.34,68,97,9.35,overcast clouds
363,Longido,TZ,2021-07-26 17:50:28,-2.7333,36.6833,67.24,41,62,13.71,broken clouds
364,Calderitas,MX,2021-07-26 17:50:28,18.55,-88.25,85.59,64,12,7.63,few clouds
365,Arman,RU,2021-07-26 17:50:29,59.7,150.1667,55.78,93,100,4.5,overcast clouds
366,Faya,SA,2021-07-26 17:50:29,18.3851,42.4509,69.91,60,95,3.85,overcast clouds
367,Hovd,MN,2021-07-26 17:50:30,48.0056,91.6419,63.64,69,91,1.99,overcast clouds
368,Vardo,NO,2021-07-26 17:50:31,70.3705,31.1107,50.2,93,40,17.27,scattered clouds
369,Paengaroa,NZ,2021-07-26 17:50:35,-37.8167,176.4167,52.92,100,53,1.01,broken clouds
370,Abilene,US,2021-07-26 17:50:36,32.4487,-99.7331,95.49,38,1,3.44,clear sky
371,Howard Springs,AU,2021-07-26 17:50:36,-12.497,131.047,73.31,94,96,2.91,overcast clouds
372,Iwanai,JP,2021-07-26 17:50:37,42.9744,140.5089,66.33,71,59,4.94,broken clouds
373,Berlevag,NO,2021-07-26 17:50:37,70.8578,29.0864,46.71,87,66,7.0,broken clouds
374,Uniontown,US,2021-07-26 17:50:38,39.9001,-79.7164,90.55,40,59,4.0,broken clouds
375,Plainview,US,2021-07-26 17:50:38,40.7765,-73.4673,92.07,53,1,1.01,clear sky
376,Road Town,VG,2021-07-26 17:50:27,18.4167,-64.6167,86.04,70,20,14.97,few clouds
377,Piranhas,BR,2021-07-26 17:50:39,-16.4269,-51.8222,91.27,17,0,6.02,clear sky
378,Takoradi,GH,2021-07-26 17:50:39,4.8845,-1.7554,77.23,75,78,11.07,broken clouds
379,Tilichiki,RU,2021-07-26 17:50:40,60.4667,166.1,51.96,99,100,6.08,moderate rain
380,Lompoc,US,2021-07-26 17:45:47,34.6391,-120.4579,76.69,78,75,0.0,broken clouds
381,Adrar,MR,2021-07-26 17:50:40,20.5022,-10.0711,110.61,4,1,6.13,clear sky
382,Odienne,CI,2021-07-26 17:50:41,9.51,-7.5692,77.25,90,65,3.65,light rain
383,Maniwaki,CA,2021-07-26 17:48:33,46.3834,-75.966,77.38,53,29,10.36,scattered clouds
384,Magan,ES,2021-07-26 17:50:42,39.9683,-3.931,90.12,22,1,1.36,clear sky
385,Mnogovershinnyy,RU,2021-07-26 17:50:42,53.9353,139.9242,62.17,98,100,3.69,overcast clouds
386,Bria,CF,2021-07-26 17:50:43,6.5423,21.9863,68.34,97,100,1.99,overcast clouds
387,Kendari,ID,2021-07-26 17:50:43,-3.945,122.4989,70.74,90,14,2.46,few clouds
388,Pisco,PE,2021-07-26 17:50:44,-13.7,-76.2167,69.03,73,0,8.05,clear sky
389,Leo,BF,2021-07-26 17:50:44,11.1,-2.1,85.01,54,98,9.57,overcast clouds
390,Lyuban,BY,2021-07-26 17:50:45,52.7985,28.0048,70.7,65,35,8.97,scattered clouds
391,Moree,AU,2021-07-26 17:50:45,-29.4667,149.85,41.02,93,0,9.22,clear sky
392,Sungaipenuh,ID,2021-07-26 17:50:49,-2.0833,101.3833,62.19,92,51,2.75,broken clouds
393,Huntingdon,GB,2021-07-26 17:49:37,52.3305,-0.1865,77.02,57,94,1.34,overcast clouds
394,Comodoro Rivadavia,AR,2021-07-26 17:50:50,-45.8667,-67.5,48.06,43,0,14.97,clear sky
395,Russkaya Polyana,UA,2021-07-26 17:50:50,49.417,31.9201,73.8,51,63,5.26,broken clouds
396,Jacareacanga,BR,2021-07-26 17:50:51,-6.2222,-57.7528,97.11,38,0,8.05,clear sky
397,Ola,RU,2021-07-26 17:50:51,59.5833,151.2833,53.65,98,100,1.92,light rain
398,Manitouwadge,CA,2021-07-26 17:50:52,49.1215,-85.8403,71.38,39,83,10.02,broken clouds
399,Port Perry,CA,2021-07-26 17:50:52,44.1068,-78.9444,87.19,36,3,11.59,clear sky
400,Axim,GH,2021-07-26 17:50:53,4.8699,-2.2405,77.43,74,87,9.93,overcast clouds
401,Barstow,US,2021-07-26 17:50:53,34.8986,-117.0228,80.76,55,91,1.48,light rain
402,Bambous Virieux,MU,2021-07-26 17:50:54,-20.3428,57.7575,68.25,94,40,9.22,light rain
403,Carroll,US,2021-07-26 17:50:54,39.5501,-77.0164,90.88,60,1,1.01,clear sky
404,Ambatofinandrahana,MG,2021-07-26 17:50:56,-20.55,46.8,47.68,90,31,6.6,scattered clouds
405,Salamanca,ES,2021-07-26 17:50:56,40.8333,-6.0,83.98,23,0,5.77,clear sky
406,Iqaluit,CA,2021-07-26 17:50:57,63.7506,-68.5145,47.93,87,75,5.99,fog
407,Helong,CN,2021-07-26 17:50:57,42.5397,128.9972,68.38,94,36,1.25,scattered clouds
408,Richards Bay,ZA,2021-07-26 17:50:58,-28.783,32.0377,64.0,60,5,14.34,clear sky
409,Dalvik,IS,2021-07-26 17:50:58,65.9702,-18.5286,57.13,66,80,5.26,broken clouds
410,Yarensk,RU,2021-07-26 17:50:59,62.1675,49.0916,48.9,97,69,5.14,broken clouds
411,Pakxan,LA,2021-07-26 17:50:59,18.3778,103.6601,75.36,96,98,2.15,overcast clouds
412,Ulaanbaatar,MN,2021-07-26 17:51:00,47.9077,106.8832,60.93,67,40,2.24,scattered clouds
413,Ringebu,NO,2021-07-26 17:51:00,61.5167,10.1667,71.65,54,76,6.35,broken clouds
414,Clarksburg,US,2021-07-26 17:51:01,39.2807,-80.3445,91.51,67,20,5.75,light rain
415,Teya,RU,2021-07-26 17:51:01,60.3778,92.6267,72.46,57,58,3.44,broken clouds
416,Rasulabad,IN,2021-07-26 17:51:02,26.75,80.4833,84.15,73,100,5.14,overcast clouds
417,Capreol,CA,2021-07-26 17:51:03,46.706,-80.9225,77.92,58,20,4.0,few clouds
418,Luganville,VU,2021-07-26 17:51:07,-15.5333,167.1667,77.22,87,53,10.04,broken clouds
419,Sambava,MG,2021-07-26 17:51:08,-14.2667,50.1667,70.23,79,100,13.49,overcast clouds
420,Altea,ES,2021-07-26 17:51:08,38.5989,-0.0514,81.66,75,55,10.56,broken clouds
421,Zheleznodorozhnyy,RU,2021-07-26 17:51:09,55.7503,38.0042,75.72,51,82,0.78,broken clouds
422,Aksha,RU,2021-07-26 17:51:09,50.2814,113.2867,52.97,94,28,2.84,scattered clouds
423,Maidens,GB,2021-07-26 17:51:10,55.3338,-4.8147,70.52,82,100,5.48,overcast clouds
424,Trelew,AR,2021-07-26 17:51:15,-43.249,-65.3051,47.43,33,5,27.72,clear sky
425,Alice Springs,AU,2021-07-26 17:51:15,-23.7,133.8833,62.15,23,39,12.66,scattered clouds
426,Manokwari,ID,2021-07-26 17:51:16,-0.8667,134.0833,78.37,76,41,3.36,scattered clouds
427,Ranfurly,NZ,2021-07-26 17:51:16,-45.1333,170.1,39.65,94,100,3.0,moderate rain
428,Hargeysa,SO,2021-07-26 17:51:17,9.56,44.065,70.38,51,78,24.65,broken clouds
429,Shache,CN,2021-07-26 17:51:17,38.4167,77.2406,89.58,22,0,5.64,clear sky
430,Scarborough,GB,2021-07-26 17:48:45,54.2797,-0.4044,78.46,74,36,1.01,scattered clouds
431,Bose,IT,2021-07-26 17:51:18,45.4612,8.0137,78.75,81,16,2.55,few clouds
432,Tutoia,BR,2021-07-26 17:51:19,-2.7619,-42.2744,87.78,61,32,10.83,scattered clouds
433,Mwinilunga,ZM,2021-07-26 17:51:19,-11.7358,24.4293,57.24,40,100,5.23,overcast clouds
434,Odweyne,SO,2021-07-26 17:51:20,9.4092,45.064,74.75,41,88,18.88,overcast clouds
435,Waipawa,NZ,2021-07-26 17:51:20,-41.4122,175.5153,52.03,83,87,15.43,moderate rain
436,Rotenburg,DE,2021-07-26 17:51:20,53.1167,9.4,78.69,80,58,6.55,broken clouds
437,General Roca,AR,2021-07-26 17:51:21,-39.0333,-67.5833,50.4,27,1,14.2,clear sky
438,Ouadda,CF,2021-07-26 17:51:21,8.0777,22.4007,67.06,99,100,2.39,overcast clouds
439,Quinchia,CO,2021-07-26 17:51:22,5.3396,-75.7302,68.22,65,62,2.26,broken clouds
440,Sendafa,ET,2021-07-26 17:51:22,9.15,39.0333,53.33,96,99,5.53,light rain
441,Taltal,CL,2021-07-26 17:51:23,-25.4,-70.4833,62.17,65,2,6.33,clear sky
442,Mwanza,TZ,2021-07-26 17:51:23,-2.5167,32.9,73.26,40,100,6.42,overcast clouds
443,Tahoua,NE,2021-07-26 17:51:24,14.8888,5.2692,91.38,46,20,0.0,thunderstorm
444,Saint-Georges,GD,2021-07-26 17:51:24,12.0564,-61.7485,80.28,89,75,6.91,broken clouds
445,Bathsheba,BB,2021-07-26 17:51:24,13.2167,-59.5167,86.61,70,40,16.11,scattered clouds
446,Bodaybo,RU,2021-07-26 17:51:25,57.8506,114.1933,58.46,74,2,2.71,clear sky
447,Hervey Bay,AU,2021-07-26 17:51:26,-25.2986,152.8535,50.04,75,23,4.68,few clouds
448,Biak,ID,2021-07-26 17:51:26,-0.9131,122.8766,72.66,73,36,6.73,scattered clouds
449,Perth,AU,2021-07-26 17:48:26,-31.9333,115.8333,64.09,72,75,18.41,broken clouds
450,Maceio,BR,2021-07-26 17:51:28,-9.6658,-35.7353,83.64,61,40,14.97,scattered clouds
451,Norwich,GB,2021-07-26 17:51:32,52.6278,1.2983,75.15,69,20,1.01,few clouds
452,Najran,SA,2021-07-26 17:51:32,17.4924,44.1277,93.85,25,74,13.15,broken clouds
453,Thinadhoo,MV,2021-07-26 17:51:32,0.5333,72.9333,81.37,75,99,6.69,moderate rain
454,Singkawang,ID,2021-07-26 17:51:33,0.9,109.0,77.47,92,37,4.09,scattered clouds
455,Camopi,GF,2021-07-26 17:51:37,3.1655,-52.3158,85.23,63,68,4.54,broken clouds
456,Wilhelmshaven,DE,2021-07-26 17:51:37,53.5167,8.1333,77.22,84,55,8.52,broken clouds
457,Lukiv,UA,2021-07-26 17:51:38,51.0521,25.4006,73.26,71,92,11.5,overcast clouds
458,Northam,GB,2021-07-26 17:51:38,51.0333,-4.2167,71.35,91,100,8.77,overcast clouds
459,Meulaboh,ID,2021-07-26 17:50:27,4.1363,96.1285,78.33,85,89,4.59,overcast clouds
460,Zakharovo,RU,2021-07-26 17:51:39,54.366,39.2792,66.4,55,67,2.66,broken clouds
461,Tshikapa,CD,2021-07-26 17:51:40,-6.4167,20.8,77.09,25,85,4.12,overcast clouds
462,Bafra,TR,2021-07-26 17:51:40,41.5678,35.9069,74.35,81,44,12.41,scattered clouds
463,Inuvik,CA,2021-07-26 17:48:13,68.3499,-133.7218,57.24,91,75,2.3,broken clouds
464,Manoel Urbano,BR,2021-07-26 17:51:41,-8.8389,-69.2597,96.87,32,13,3.04,few clouds
465,Matara,LK,2021-07-26 17:51:41,5.9485,80.5353,79.72,86,82,12.91,broken clouds
466,Marsa Matruh,EG,2021-07-26 17:51:42,31.3525,27.2453,80.8,69,40,11.5,scattered clouds
467,Lorengau,PG,2021-07-26 17:50:40,-2.0226,147.2712,80.89,76,46,2.95,scattered clouds
468,Penzance,GB,2021-07-26 17:51:43,50.1186,-5.5371,65.41,100,40,10.36,mist
469,Nakasongola,UG,2021-07-26 17:51:43,1.3089,32.4564,71.71,51,91,7.34,overcast clouds
470,Nisia Floresta,BR,2021-07-26 17:51:44,-6.0911,-35.2086,85.01,57,14,14.65,few clouds
471,Namtsy,RU,2021-07-26 17:48:12,62.7161,129.6658,71.71,62,14,9.22,few clouds
472,Moose Factory,CA,2021-07-26 17:51:45,51.2585,-80.6094,59.0,67,75,9.22,broken clouds
473,Dongsheng,CN,2021-07-26 17:51:45,39.8161,109.9776,67.59,62,1,5.48,clear sky
474,Longview,US,2021-07-26 17:51:29,32.5007,-94.7405,95.56,58,20,1.01,few clouds
475,Bengkulu,ID,2021-07-26 17:47:57,-3.8004,102.2655,74.41,76,43,4.43,scattered clouds
476,Oriximina,BR,2021-07-26 17:51:46,-1.7656,-55.8661,93.2,35,72,8.28,broken clouds
477,Linqu,CN,2021-07-26 17:51:46,36.5156,118.5397,75.52,98,95,3.85,light rain
478,Cootamundra,AU,2021-07-26 17:51:47,-34.65,148.0333,41.95,94,86,6.29,overcast clouds
479,Lulea,SE,2021-07-26 17:51:47,65.5842,22.1547,69.87,68,0,4.61,clear sky
480,Radom,PL,2021-07-26 17:51:48,51.4025,21.1471,78.28,61,46,1.01,scattered clouds
481,Mutoko,ZW,2021-07-26 17:51:48,-17.397,32.2268,48.97,78,66,4.72,broken clouds
482,Bambanglipuro,ID,2021-07-26 17:51:49,-7.95,110.2833,74.53,85,82,4.38,broken clouds
483,Cururupu,BR,2021-07-26 17:51:49,-1.8283,-44.8683,83.88,67,52,5.44,broken clouds
484,Korla,CN,2021-07-26 17:51:50,41.7597,86.1469,84.34,29,1,16.26,clear sky
485,Omsukchan,RU,2021-07-26 17:51:51,62.5333,155.8,48.0,95,100,6.08,light rain
486,Mayya,RU,2021-07-26 17:51:51,61.7333,130.2811,70.92,79,1,4.9,clear sky
487,Mtsamboro,YT,2021-07-26 17:51:52,-12.6998,45.0689,74.52,65,2,11.9,clear sky
488,Tasiilaq,GL,2021-07-26 17:51:52,65.6145,-37.6368,40.39,81,13,5.37,few clouds
