City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Mahasamund,IN,2021-07-24 00:22:58,21.1,82.1,75.47,93,100,10.96
282,Gravdal,NO,2021-07-24 00:23:03,68.1214,13.5031,51.6,96,100,10.45
283,Dukat,RU,2021-07-24 00:23:04,62.55,155.55,47.68,94,100,1.79
284,San Pedro,PH,2021-07-24 00:23:04,14.35,121.0167,79.16,86,100,19.98
285,Hrob,CZ,2021-07-24 00:23:05,50.6592,13.7268,65.95,79,39,8.99
286,Canete,CL,2021-07-24 00:23:06,-37.8,-73.4,47.73,84,100,3.53
287,Alice Springs,AU,2021-07-24 00:23:06,-23.7,133.8833,56.75,38,3,6.91
288,Pacific Grove,US,2021-07-24 00:23:07,36.6177,-121.9166,90.75,79,20,5.01
289,Sauk Rapids,US,2021-07-24 00:18:38,45.5919,-94.1661,89.42,61,20,1.99
290,Thinadhoo,MV,2021-07-24 00:23:08,0.5333,72.9333,83.03,76,89,12.5
291,Laguna,US,2021-07-24 00:19:36,38.421,-121.4238,106.32,15,1,3.0
292,Sola,VU,2021-07-24 00:23:09,-13.8833,167.55,80.78,78,78,17.56
293,Clyde River,CA,2021-07-24 00:23:09,70.4692,-68.5914,37.63,87,75,14.97
294,Torrington,US,2021-07-24 00:23:10,41.8007,-73.1212,73.42,73,66,3.96
295,Nouadhibou,MR,2021-07-24 00:19:24,20.931,-17.0347,67.98,94,0,11.5
296,Payo,ID,2021-07-24 00:23:11,-3.7508,103.6372,71.24,97,62,1.99
297,Campobasso,IT,2021-07-24 00:23:11,41.6333,14.5833,73.45,66,10,4.7
298,Puerto Escondido,MX,2021-07-24 00:23:12,15.85,-97.0667,86.83,66,75,10.36
299,Celestun,MX,2021-07-24 00:19:18,20.8667,-90.4,83.3,75,61,18.05
300,Mocuba,MZ,2021-07-24 00:23:13,-16.8392,36.9856,64.78,74,99,6.17
301,Klaksvik,FO,2021-07-24 00:18:53,62.2266,-6.589,52.72,91,54,16.55
302,Zyryanka,RU,2021-07-24 00:23:14,65.75,150.85,67.86,46,58,2.19
303,Taos,US,2021-07-24 00:23:14,36.4072,-105.5731,64.8,89,90,13.8
304,Orotina,CR,2021-07-24 00:23:15,9.912,-84.5234,81.64,92,100,1.05
305,Faanui,PF,2021-07-24 00:23:15,-16.4833,-151.75,78.26,67,10,13.44
306,Eau Claire,US,2021-07-24 00:23:16,44.8114,-91.4985,88.18,65,1,1.01
307,Kamaishi,JP,2021-07-24 00:23:16,39.2667,141.8833,81.55,78,43,6.29
308,Saint-Pierre,RE,2021-07-24 00:23:17,-21.3393,55.4781,65.88,62,0,9.22
309,Mazamari,PE,2021-07-24 00:23:17,-11.3258,-74.5308,74.16,71,35,1.03
310,Juegang,CN,2021-07-24 00:23:18,32.3174,121.1855,79.77,84,97,19.82
311,Da Nang,VN,2021-07-24 00:23:18,16.0678,108.2208,85.98,58,75,8.05
312,Ilulissat,GL,2021-07-24 00:23:19,69.2167,-51.1,42.82,87,75,6.91
313,Harper,LR,2021-07-24 00:19:51,4.375,-7.7169,75.13,75,87,7.29
314,Tongliao,CN,2021-07-24 00:23:20,43.6125,122.2653,83.52,55,50,16.11
315,Bonthe,SL,2021-07-24 00:23:21,7.5264,-12.505,74.43,95,100,13.4
316,Quelimane,MZ,2021-07-24 00:23:21,-17.8786,36.8883,71.55,60,75,8.05
317,Jalu,LY,2021-07-24 00:23:22,29.0331,21.5482,80.62,48,0,10.22
318,Porto De Moz,BR,2021-07-24 00:23:22,-1.7483,-52.2383,77.23,65,18,4.41
319,Asfi,MA,2021-07-24 00:23:23,32.2994,-9.2372,71.29,75,79,22.55
320,Totness,SR,2021-07-24 00:23:23,5.8833,-56.3167,79.83,86,87,10.51
321,Arman,RU,2021-07-24 00:23:24,59.7,150.1667,59.23,85,93,2.3
322,Bad Laasphe,DE,2021-07-24 00:23:24,50.9333,8.4,62.19,86,40,3.51
323,Ossora,RU,2021-07-24 00:23:25,59.2353,163.0719,58.05,80,94,7.81
324,Berlevag,NO,2021-07-24 00:23:25,70.8578,29.0864,44.91,87,100,34.99
325,Merauke,ID,2021-07-24 00:19:06,-8.4667,140.3333,79.2,70,65,8.97
326,Toora-Khem,RU,2021-07-24 00:23:26,52.4675,96.11,62.55,59,98,2.84
327,Dingle,PH,2021-07-24 00:18:31,10.9995,122.6711,81.84,81,100,14.94
328,Yavaros,MX,2021-07-24 00:23:28,26.7,-109.5167,93.45,51,5,13.0
329,Churapcha,RU,2021-07-24 00:23:28,62.0025,132.4325,61.77,83,100,13.42
330,Tankhoy,RU,2021-07-24 00:23:29,51.5528,105.1306,61.5,80,59,3.89
331,Asosa,ET,2021-07-24 00:20:23,10.0667,34.5333,59.88,99,99,3.27
332,Charters Towers,AU,2021-07-24 00:23:31,-20.1,146.2667,71.65,33,7,10.02
333,Cividale Del Friuli,IT,2021-07-24 00:23:32,46.0931,13.4275,73.67,83,54,5.64
334,Pires Do Rio,BR,2021-07-24 00:23:32,-17.2997,-48.2794,63.93,48,64,6.35
335,Smithers,CA,2021-07-24 00:21:34,54.7804,-127.1743,59.11,67,95,3.91
336,Tazovskiy,RU,2021-07-24 00:23:33,67.4667,78.7,48.27,88,91,23.69
337,Willowmore,ZA,2021-07-24 00:23:33,-33.2926,23.4895,35.38,92,6,7.4
338,Valdemarpils,LV,2021-07-24 00:23:34,57.3707,22.5919,47.62,90,1,4.61
339,Inhambane,MZ,2021-07-24 00:23:35,-23.865,35.3833,66.18,77,40,17.27
340,Homestead,US,2021-07-24 00:22:53,25.4687,-80.4776,84.97,86,75,1.99
341,Araioses,BR,2021-07-24 00:23:35,-2.89,-41.9031,77.29,83,22,8.48
342,Bitkine,TD,2021-07-24 00:23:36,11.9801,18.2138,76.5,69,29,2.8
343,Opuwo,NA,2021-07-24 00:23:37,-18.0607,13.84,53.1,14,0,8.34
344,Am Timan,TD,2021-07-24 00:23:37,11.0297,20.2827,74.19,79,6,4.5
345,Kirakira,SB,2021-07-24 00:23:38,-10.4544,161.9205,85.15,68,74,6.22
346,La Asuncion,VE,2021-07-24 00:23:38,11.0333,-63.8628,91.13,58,77,12.66
347,Nicoya,CR,2021-07-24 00:23:39,10.1483,-85.452,72.95,85,99,6.02
348,Lethem,GY,2021-07-24 00:23:39,3.3803,-59.7968,76.42,91,73,6.06
349,La Primavera,CO,2021-07-24 00:23:40,5.4906,-70.4092,73.96,93,97,1.92
350,Hervey Bay,AU,2021-07-24 00:23:40,-25.2986,152.8535,73.51,75,54,10.16
351,Mount Isa,AU,2021-07-24 00:23:41,-20.7333,139.5,69.57,30,20,8.05
352,Neiafu,TO,2021-07-24 00:23:41,-18.65,-173.9833,81.28,83,75,9.22
353,Karratha,AU,2021-07-24 00:18:44,-20.7377,116.8463,70.36,39,8,12.19
354,Lazaro Cardenas,MX,2021-07-24 00:23:42,17.9583,-102.2,85.53,78,87,7.92
355,Popondetta,PG,2021-07-24 00:23:43,-8.7537,148.2534,82.56,69,87,3.49
356,Angoche,MZ,2021-07-24 00:23:43,-16.2325,39.9086,73.58,59,53,19.51
357,Pimentel,PE,2021-07-24 00:19:07,-6.8367,-79.9342,66.99,82,28,1.99
358,Ardakan,IR,2021-07-24 00:23:44,32.31,54.0175,91.78,15,6,3.11
359,Kavaratti,IN,2021-07-24 00:23:44,10.5669,72.642,82.0,82,90,21.09
360,Coahuayana,MX,2021-07-24 00:23:45,18.7333,-103.6833,78.28,76,91,5.53
361,Buin,CL,2021-07-24 00:23:45,-33.7333,-70.75,46.44,73,1,3.13
362,Port Hueneme,US,2021-07-24 00:23:46,34.1478,-119.1951,98.06,69,40,13.8
363,Lagunas,PE,2021-07-24 00:23:46,-5.2269,-75.6753,75.81,70,23,1.36
364,Kamwenge,UG,2021-07-24 00:23:47,0.1866,30.4539,67.12,56,85,1.92
365,Chesma,RU,2021-07-24 00:23:47,53.8111,60.6533,61.56,99,100,4.12
366,Sitka,US,2021-07-24 00:23:48,57.0531,-135.33,57.09,82,90,13.8
367,Cabedelo,BR,2021-07-24 00:22:33,-6.9811,-34.8339,74.07,84,12,16.15
368,Port Hardy,CA,2021-07-24 00:23:48,50.6996,-127.4199,59.18,94,90,2.3
369,Caborca,MX,2021-07-24 00:23:49,30.5838,-111.101,84.54,38,100,15.57
370,Tautira,PF,2021-07-24 00:23:50,-17.7333,-149.15,82.42,69,2,9.44
371,Henties Bay,NA,2021-07-24 00:23:50,-22.116,14.2845,64.98,33,0,6.42
372,Luderitz,NA,2021-07-24 00:23:07,-26.6481,15.1594,64.63,22,2,23.22
373,Kawalu,ID,2021-07-24 00:23:52,-7.3817,108.2082,72.88,95,88,1.97
374,Savalou,BJ,2021-07-24 00:23:52,7.9281,1.9756,71.44,89,96,6.78
375,Norman Wells,CA,2021-07-24 00:23:53,65.282,-126.8329,59.04,77,90,10.36
376,Aykhal,RU,2021-07-24 00:23:53,66.0,111.5,61.0,76,51,17.31
377,Jinchang,CN,2021-07-24 00:23:54,38.4953,102.1739,80.4,42,1,3.2
378,Kushima,JP,2021-07-24 00:19:11,31.4583,131.2333,82.44,87,100,14.12
379,Ploemeur,FR,2021-07-24 00:23:55,47.7333,-3.4333,65.82,94,75,17.27
380,Castro,BR,2021-07-24 00:23:55,-24.7911,-50.0119,52.25,80,0,3.11
381,Honningsvag,NO,2021-07-24 00:23:56,70.9821,25.9704,45.63,85,100,33.24
382,Miyako,JP,2021-07-24 00:23:56,39.6367,141.9525,79.34,77,50,4.85
383,Kruisfontein,ZA,2021-07-24 00:23:57,-34.0033,24.7314,42.82,79,31,5.61
384,Davenda,RU,2021-07-24 00:23:57,53.5556,119.317,69.84,66,81,1.1
385,Phalaborwa,ZA,2021-07-24 00:23:58,-23.943,31.1411,47.48,63,0,7.34
386,Umkomaas,ZA,2021-07-24 00:23:58,-30.2067,30.7978,52.68,58,18,11.41
387,Inuvik,CA,2021-07-24 00:23:59,68.3499,-133.7218,66.96,100,75,4.61
388,Yumen,CN,2021-07-24 00:23:59,40.2833,97.2,78.75,40,49,9.37
389,Lukovetskiy,RU,2021-07-24 00:24:00,64.2956,41.9211,40.98,83,70,6.11
390,Port Hedland,AU,2021-07-24 00:24:00,-20.3167,118.5667,68.05,37,3,6.91
391,Beisfjord,NO,2021-07-24 00:19:37,68.3751,17.5988,52.25,99,100,3.85
392,Viedma,AR,2021-07-24 00:24:02,-40.8135,-62.9967,46.35,60,93,6.13
393,North Battleford,CA,2021-07-24 00:24:02,52.7834,-108.2847,77.09,25,1,21.85
394,Geraldton,AU,2021-07-24 00:24:03,-28.7667,114.6,54.12,94,75,10.36
395,Makasar,ID,2021-07-24 00:24:03,-5.14,119.4221,71.65,83,20,2.3
396,San Carlos De Bariloche,AR,2021-07-24 00:24:04,-41.1456,-71.3082,33.55,44,0,5.75
397,Bafra,TR,2021-07-24 00:24:04,41.5678,35.9069,73.18,73,6,8.86
398,Martapura,ID,2021-07-24 00:22:22,-3.4167,114.85,75.29,94,20,2.3
399,Talaya,RU,2021-07-24 00:24:06,61.3833,152.75,55.36,91,100,2.75
400,Pedasi,PA,2021-07-24 00:24:07,7.5333,-80.0333,79.61,84,100,4.65
401,Palmer,US,2021-07-24 00:21:22,42.1584,-72.3287,72.21,78,75,0.0
402,Nadym,RU,2021-07-24 00:24:08,65.5333,72.5167,51.24,88,100,7.96
403,Bongandanga,CD,2021-07-24 00:24:08,1.5,21.05,75.18,72,95,1.5
404,Cartagena,CO,2021-07-24 00:22:31,10.3997,-75.5144,83.82,84,75,8.05
405,Hutchinson,US,2021-07-24 00:21:24,38.0608,-97.9298,94.95,37,1,1.99
406,Aksu,CN,2021-07-24 00:24:09,41.1231,80.2644,76.1,52,0,4.88
407,Namwala,ZM,2021-07-24 00:24:10,-15.7504,26.4384,58.77,52,39,5.44
408,Preston,GB,2021-07-24 00:24:10,53.7667,-2.7167,64.15,76,100,1.99
409,Albury,AU,2021-07-24 00:24:11,-36.0833,146.9167,48.25,93,90,9.22
410,Zeya,RU,2021-07-24 00:24:11,53.75,127.2667,68.56,99,100,3.74
411,Kavieng,PG,2021-07-24 00:24:12,-2.5744,150.7967,84.74,70,14,13.35
412,Chute-Aux-Outardes,CA,2021-07-24 00:24:12,49.1168,-68.399,66.18,68,90,5.75
413,Okahandja,NA,2021-07-24 00:24:13,-21.9833,16.9167,48.51,15,0,10.96
414,Barentu,ER,2021-07-24 00:24:13,15.1139,37.5928,68.49,89,99,8.63
415,Saint-Augustin,CA,2021-07-24 00:24:14,51.226,-58.6502,49.51,89,100,11.27
416,Kinsale,IE,2021-07-24 00:24:14,51.7075,-8.5306,65.57,82,40,9.22
417,Yako,BF,2021-07-24 00:24:15,12.9667,-2.2667,81.45,60,61,9.64
418,Anadyr,RU,2021-07-24 00:24:15,64.75,177.4833,55.9,87,75,11.01
419,Yar-Sale,RU,2021-07-24 00:24:16,66.8333,70.8333,49.48,90,85,9.06
420,Barcelona,ES,2021-07-24 00:24:16,41.3888,2.159,81.61,70,0,1.01
421,Doha,QA,2021-07-24 00:21:25,25.2867,51.5333,93.18,71,0,3.44
422,Marshfield,US,2021-07-24 00:24:17,44.6689,-90.1718,83.55,65,1,11.5
423,Cravo Norte,CO,2021-07-24 00:24:18,6.3017,-70.2041,73.83,92,96,4.07
424,Guerrero Negro,MX,2021-07-24 00:23:31,27.9769,-114.0611,77.13,66,17,17.43
425,Dhidhdhoo,MV,2021-07-24 00:24:18,6.8833,73.1,82.02,79,100,14.74
426,Brigantine,US,2021-07-24 00:22:37,39.4101,-74.3646,78.03,65,1,5.75
427,La Palma,US,2021-07-24 00:24:19,33.8464,-118.0467,101.01,65,1,5.99
428,Bukachacha,RU,2021-07-24 00:24:20,52.9833,116.9167,62.13,89,78,3.24
429,Narsaq,GL,2021-07-24 00:24:20,60.9167,-46.05,48.42,73,12,4.09
430,Colesberg,ZA,2021-07-24 00:24:21,-30.72,25.0972,27.46,81,3,8.21
431,Ouesso,CG,2021-07-24 00:24:22,1.6136,16.0517,70.74,90,91,2.77
432,Caldwell,US,2021-07-24 00:24:22,43.6629,-116.6874,97.47,16,1,3.44
433,Vysokogornyy,RU,2021-07-24 00:24:22,50.1167,139.15,83.64,55,55,8.05
434,Athabasca,CA,2021-07-24 00:24:23,54.7169,-113.2854,73.22,32,69,18.66
435,Batsfjord,NO,2021-07-24 00:24:23,70.6345,29.7185,44.51,88,100,34.83
436,Tongzi,CN,2021-07-24 00:24:24,28.7829,105.0877,77.45,92,92,2.06
437,Tokmak,UA,2021-07-24 00:24:25,47.2514,35.7058,62.28,59,0,7.74
438,Evensk,RU,2021-07-24 00:24:25,61.95,159.2333,49.73,97,100,2.28
439,Hofn,IS,2021-07-24 00:24:26,64.2539,-15.2082,53.6,98,100,4.76
440,Oytal,KZ,2021-07-24 00:24:26,42.9057,73.2697,74.43,31,0,4.99
441,Puerto Ayacucho,VE,2021-07-24 00:24:28,5.6639,-67.6236,75.63,92,91,2.13
442,Muborak,UZ,2021-07-24 00:24:28,39.2553,65.1528,80.49,21,0,0.56
443,Barranca,PE,2021-07-24 00:24:28,-10.75,-77.7667,63.27,82,46,8.46
444,Dudinka,RU,2021-07-24 00:24:29,69.4058,86.1778,64.78,88,100,27.78
445,Saint George,US,2021-07-24 00:19:43,37.1041,-113.5841,100.99,26,40,8.01
446,Kyshtovka,RU,2021-07-24 00:24:29,56.555,76.6271,64.71,82,64,3.94
447,Namtsy,RU,2021-07-24 00:24:30,62.7161,129.6658,64.51,91,100,1.54
448,Villa Sandino,NI,2021-07-24 00:24:31,12.0483,-84.9936,77.45,73,83,12.3
449,Mananara,MG,2021-07-24 00:24:31,-16.1667,49.7667,63.61,93,47,5.44
450,Ponta Delgada,PT,2021-07-24 00:24:32,37.7333,-25.6667,70.52,100,75,11.5
451,Sunnyside,US,2021-07-24 00:24:32,46.3237,-120.0087,93.69,23,1,0.0
452,Egvekinot,RU,2021-07-24 00:24:33,66.3167,-179.1667,50.32,76,81,7.54
453,Flinders,AU,2021-07-24 00:24:04,-34.5833,150.8552,58.05,83,93,1.01
454,Mgandu,TZ,2021-07-24 00:24:34,-5.95,34.1333,59.86,52,5,10.89
455,Santa Fe,AR,2021-07-24 00:23:59,-31.6333,-60.7,68.92,54,4,6.71
456,Abu Kamal,SY,2021-07-24 00:24:35,34.4506,40.9171,88.74,37,0,11.86
457,El Alto,PE,2021-07-24 00:24:35,-4.2714,-81.2147,63.55,85,29,24.65
458,Kaspiyskiy,RU,2021-07-24 00:24:37,45.3929,47.3707,76.06,63,96,13.58
459,Rio De Janeiro,BR,2021-07-24 00:21:42,-22.9028,-43.2075,69.91,71,0,5.75
460,Okakarara,NA,2021-07-24 00:24:42,-20.5833,17.4333,37.63,20,0,5.5
461,Homer,US,2021-07-24 00:24:43,59.6425,-151.5483,65.77,76,1,11.5
462,Praia Da Vitoria,PT,2021-07-24 00:24:45,38.7333,-27.0667,71.85,94,75,12.33
463,Biltine,TD,2021-07-24 00:24:49,14.5333,20.9167,80.51,65,100,6.89
464,Ostersund,SE,2021-07-24 00:24:53,63.1792,14.6357,52.25,87,65,8.05
465,Puerto Leguizamo,CO,2021-07-24 00:24:53,-0.1934,-74.7819,72.03,94,43,2.84
466,Te Anau,NZ,2021-07-24 00:24:55,-45.4167,167.7167,47.08,81,46,1.41
467,Paamiut,GL,2021-07-24 00:24:57,61.994,-49.6678,43.09,86,85,10.33
468,Chuguyevka,RU,2021-07-24 00:24:58,44.1653,133.8633,89.33,56,57,1.14
469,Urzhum,RU,2021-07-24 00:24:58,57.1141,49.9996,52.74,95,84,7.2
470,Zolotukhino,RU,2021-07-24 00:25:03,52.0842,36.3772,57.61,80,87,6.6
471,Mitu,CO,2021-07-24 00:25:04,1.1983,-70.1733,71.35,99,78,1.66
472,Kerur,IN,2021-07-24 00:25:04,16.0167,75.5667,71.19,87,100,17.22
473,Sovetskiy,RU,2021-07-24 00:25:05,61.3614,63.5842,49.77,94,40,4.23
474,Aktash,RU,2021-07-24 00:25:06,50.3,87.7333,50.07,84,81,1.3
475,Avera,US,2021-07-24 00:25:06,33.194,-82.5271,87.71,62,83,5.01
476,Kapoeta,SS,2021-07-24 00:25:08,4.7717,33.5903,73.29,79,58,2.93
477,Cururupu,BR,2021-07-24 00:25:09,-1.8283,-44.8683,73.92,89,26,3.42
478,Turukhansk,RU,2021-07-24 00:25:09,65.8167,87.9833,69.19,74,96,19.15
479,Silvania,BR,2021-07-24 00:25:10,-16.6589,-48.6081,69.76,55,60,6.82
480,Jumla,NP,2021-07-24 00:25:11,29.2747,82.1838,63.23,95,99,1.34
481,Kozhevnikovo,RU,2021-07-24 00:25:12,56.2589,83.9714,62.26,76,100,6.76
482,Praia,CV,2021-07-24 00:25:12,14.9215,-23.5087,75.74,73,75,11.5
483,La Romana,DO,2021-07-24 00:25:13,18.4273,-68.9728,82.76,83,75,0.0
484,Acajutla,SV,2021-07-24 00:23:48,13.5928,-89.8275,85.06,66,76,7.87
485,Maltahohe,NA,2021-07-24 00:25:14,-24.8333,16.9833,40.41,31,0,8.93
486,Lasa,IT,2021-07-24 00:25:15,46.6166,10.7002,65.66,77,37,2.93
487,Mvuma,ZW,2021-07-24 00:25:17,-19.2792,30.5283,44.67,65,78,11.3
488,Zakharovo,RU,2021-07-24 00:25:17,54.366,39.2792,56.21,82,50,7.43
489,Princeton,US,2021-07-24 00:25:21,25.5384,-80.4089,84.97,86,75,3.44
490,Avesta,SE,2021-07-24 00:25:22,60.1455,16.1679,55.13,89,5,2.21
491,Billings,US,2021-07-24 00:25:04,45.7833,-108.5007,99.37,13,20,6.91
492,Guhagar,IN,2021-07-24 00:25:24,17.4842,73.1929,79.75,86,100,15.17
493,Ancud,CL,2021-07-24 00:25:29,-41.8697,-73.8203,36.93,80,69,9.37
494,Vao,NC,2021-07-24 00:25:31,-22.6667,167.4833,71.37,78,8,7.76
495,Belmonte,BR,2021-07-24 00:25:31,-15.8631,-38.8828,68.5,76,97,9.44
496,Pringsewu,ID,2021-07-24 00:25:42,-5.3582,104.9744,73.69,96,76,4.07
497,Tuatapere,NZ,2021-07-24 00:24:39,-46.1333,167.6833,54.82,69,52,5.75
498,Oranjemund,NA,2021-07-24 00:25:49,-28.55,16.4333,60.06,26,0,16.6
499,Borba,BR,2021-07-24 00:25:54,-4.3878,-59.5939,76.28,85,73,2.1
500,San-Pedro,CI,2021-07-24 00:25:57,4.7485,-6.6363,74.48,79,50,6.22
501,Grand-Santi,GF,2021-07-24 00:25:58,4.25,-54.3833,73.92,94,97,3.06
502,Kalmunai,LK,2021-07-24 00:25:58,7.4167,81.8167,78.15,72,77,8.75
503,Salalah,OM,2021-07-24 00:25:59,17.0151,54.0924,77.09,100,90,10.36
504,Zyryanovsk,KZ,2021-07-24 00:26:02,49.7386,84.2719,62.01,91,67,2.13
505,Sungaipenuh,ID,2021-07-24 00:26:08,-2.0833,101.3833,63.93,92,100,0.92
506,Poum,NC,2021-07-24 00:26:10,-20.2333,164.0167,73.99,73,5,5.35
507,Namibe,AO,2021-07-24 00:26:10,-15.1961,12.1522,64.94,85,8,4.63
508,Sao Joao Da Barra,BR,2021-07-24 00:26:19,-21.6403,-41.0511,67.89,68,0,9.53
509,Kuytun,RU,2021-07-24 00:26:20,54.3419,101.5036,62.1,74,19,5.75
510,Pemba,MZ,2021-07-24 00:26:21,-12.974,40.5178,70.5,83,20,8.05
511,Miyang,CN,2021-07-24 00:26:22,24.4042,103.4428,68.85,93,95,2.37
512,Goderich,CA,2021-07-24 00:26:25,43.7501,-81.7165,74.91,60,53,4.61
513,Vinh,VN,2021-07-24 00:26:28,18.6667,105.6667,76.93,96,100,5.32
514,Fukue,JP,2021-07-24 00:26:33,32.6881,128.8419,82.76,78,0,8.05
515,Arrecife,ES,2021-07-24 00:26:36,28.963,-13.5477,75.27,83,20,21.85
516,Warrensburg,US,2021-07-24 00:26:37,38.7628,-93.7361,89.26,60,1,4.61
517,Axim,GH,2021-07-24 00:26:42,4.8699,-2.2405,75.31,79,98,6.46
518,Bilibino,RU,2021-07-24 00:26:47,68.0546,166.4372,60.42,58,82,12.55
519,Ulladulla,AU,2021-07-24 00:26:48,-35.35,150.4667,57.87,63,96,11.32
520,Gizo,SB,2021-07-24 00:26:50,-8.103,156.8419,83.5,70,33,3.74
521,Saharsa,IN,2021-07-24 00:26:51,25.8833,86.6,80.55,84,88,19.62
522,Suriapet,IN,2021-07-24 00:24:11,17.15,79.6167,75.29,83,99,11.54
523,Coronado,US,2021-07-24 00:26:58,32.6859,-117.1831,90.95,74,75,6.91
524,Lucapa,AO,2021-07-24 00:26:59,-8.4192,20.7447,65.79,33,17,4.68
525,General Roca,AR,2021-07-24 00:27:00,-39.0333,-67.5833,52.2,53,100,10.76
526,Neepawa,CA,2021-07-24 00:27:02,50.2289,-99.4664,84.81,21,0,14.47
527,Karatau,KZ,2021-07-24 00:27:03,43.1667,70.4667,72.84,34,0,1.05
528,Seda,LV,2021-07-24 00:27:05,57.65,25.75,53.33,89,0,3.56
529,Bellavista,PE,2021-07-24 00:27:10,-7.0561,-76.5911,81.68,74,6,1.01
530,Moerai,PF,2021-07-24 00:27:19,-22.4333,-151.3333,71.92,63,100,8.12
531,Yamada,JP,2021-07-24 00:27:21,39.4667,141.95,79.57,77,59,5.44
532,Kudahuvadhoo,MV,2021-07-24 00:26:33,2.6708,72.8944,78.84,85,97,11.14
533,Rehoboth,NA,2021-07-24 00:27:24,-23.3167,17.0833,39.06,19,0,3.51
534,Edd,ER,2021-07-24 00:27:40,13.9297,41.6925,85.24,65,99,9.6
535,Puri,IN,2021-07-24 00:27:52,19.8,85.85,83.37,80,100,10.22
536,Fountain Hills,US,2021-07-24 00:27:56,33.6117,-111.7174,77.29,93,75,1.99
537,Abha,SA,2021-07-24 00:28:03,18.2164,42.5053,62.85,77,40,0.0
538,Carutapera,BR,2021-07-24 00:28:04,-1.195,-46.02,74.98,91,17,6.6
539,Manzanillo,CU,2021-07-24 00:28:09,20.3433,-77.1167,78.94,83,70,5.08
540,Motala,SE,2021-07-24 00:28:09,58.5371,15.0365,53.37,86,1,4.36
541,Saiha,IN,2021-07-24 00:28:19,22.4833,92.9667,71.62,97,94,2.8
542,Caravelas,BR,2021-07-24 00:28:22,-17.7125,-39.2481,68.67,81,100,7.4
543,Victor Harbor,AU,2021-07-24 00:28:25,-35.5667,138.6167,52.32,75,52,18.45
544,Iracoubo,GF,2021-07-24 00:28:29,5.4802,-53.2011,78.15,88,88,10.8
545,Salta,AR,2021-07-24 00:28:35,-24.7859,-65.4117,63.19,57,0,1.99
546,Rocky Mountain House,CA,2021-07-24 00:28:36,52.3668,-114.9188,75.31,27,34,9.22
547,Grand Gaube,MU,2021-07-24 00:26:18,-20.0064,57.6608,68.4,79,48,3.0
548,Gillette,US,2021-07-24 00:24:58,44.2911,-105.5022,88.72,21,1,8.99
549,Celendin,PE,2021-07-24 00:28:46,-6.8703,-78.1517,54.52,62,16,4.65
550,Raga,SS,2021-07-24 00:28:47,8.4596,25.678,70.48,92,64,4.41
551,Kenai,US,2021-07-24 00:28:48,60.5544,-151.2583,59.63,72,100,2.1
552,Kargasok,RU,2021-07-24 00:28:52,59.0556,80.8572,64.04,69,1,5.77
553,Belyy Yar,RU,2021-07-24 00:28:55,53.6039,91.3903,67.89,77,0,4.47
554,Abu Dhabi,AE,2021-07-24 00:27:07,24.4667,54.3667,100.42,30,0,6.91
555,Marsa Matruh,EG,2021-07-24 00:28:57,31.3525,27.2453,78.37,62,0,14.58
556,Gladstone,AU,2021-07-24 00:28:48,-23.85,151.25,73.33,60,40,5.75
557,Dawson Creek,CA,2021-07-24 00:29:02,55.7666,-120.2362,65.84,45,20,20.71
558,Lorca,ES,2021-07-24 00:29:16,37.6712,-1.7017,79.5,47,14,2.01
559,Dekar,BW,2021-07-24 00:29:38,-21.5333,21.9333,40.64,28,0,6.73
560,Cascais,PT,2021-07-24 00:29:46,38.6979,-9.4215,66.47,75,1,4.0
561,Timra,SE,2021-07-24 00:29:47,62.487,17.3257,57.67,67,43,10.36
562,Lichinga,MZ,2021-07-24 00:29:48,-13.3128,35.2406,53.65,88,100,10.27
563,Bridlington,GB,2021-07-24 00:29:49,54.0831,-0.1919,62.78,85,84,9.91
